Ref_DOI_number,Perovskite_composition_short_form,Perovskite_composition_long_form,EQE_integrated_Jsc,JV_default_Voc,JV_default_Jsc,Perovskite_band_gap
10.1002/ente.201800066,MAPbI,MAPbI3,20.88,1.05,21.23,1.6
10.1039/C7TC01248A,MAPbI,MAPbI3,20.88,1.056,21.19,1.6
10.1002/admi.201600729,MAPbI,MAPbI3,20.88,0.99,23.65,1.6
10.1039/c9ta09101g,MAPbI,MAPbI3,20.87,1.01,21.82,1.6
10.1016/j.mssp.2019.104671,MAPbI,MAPbI3,20.87,1.03,21.65,1.58
10.1039/c8ra08334g,MAPbI,MAPbI3,20.86,0.89,21.02,1.6
10.1002/solr.201800066,MAPbI,MAPbI3,20.86,1.05,21.37,1.6
10.1039/c8nj03067g,MAPbI,MAPbI3,20.85,0.93,21.0,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,20.85,1.033,21.57,1.6
10.1016/j.nanoen.2017.08.014,MAPbI,MAPbI3,20.846,1.11,21.66,1.6
10.1016/j.nanoen.2017.08.014,MAPbI,MAPbI3,20.846,1.11,21.66,1.6
10.1002/adfm.201808625,MAPbI,MAPbI3,20.83,1.032,21.81,1.6
10.1002/adfm.201808625,MAPbI,MAPbI3,20.83,1.032,21.81,1.6
10.1002/aenm.201800438,MAPbI,MAPbI3,20.83,1.08,21.89,1.6
10.1021/acsami.9b06873,MAPbI,MAPbI3,20.83,1.07,22.31,1.55
10.1039/c8ta00492g,MAPbI,MAPbI3,20.81,1.034,21.76,1.6
10.1039/c6ta11139d,MAPbI,MAPbI3,20.8,1.05,23.7,1.56
10.1039/c6ta11139d,MAPbI,MAPbI3,20.8,1.03,23.7,1.56
10.1039/c8cc03672a,MAPbI,MAPbI3,20.8,0.915,21.18,1.6
10.1007/s10854-019-01561-0,MAPbI,MAPbI3,20.8,0.99,20.58,1.6
10.1016/j.jpowsour.2017.12.024,MAPbI,MAPbI3,20.8,1.03,21.4,1.6
10.1016/j.egypro.2017.03.1025,MAPbI,MAPbI3,20.8,1.01,23.62,1.6
10.1021/acsami.6b16541,MAPbI,MAPbI3,20.8,1.0,22.41,1.6
10.1002/aenm.201502472,MAPbI,MAPbI3,20.8,0.99,21.81,1.55
10.1021/acsami.7b11795,MAPbI,MAPbI3,20.8,1.041,23.99,1.6
10.1016/j.jechem.2018.06.013,MAPbI,MAPbI3,20.8,1.048,21.1,1.6
10.1002/aenm.201703519,MAPbI,MAPbI3,20.8,1.1,21.78,1.5
10.1002/aenm.201703519,MAPbI,MAPbI3,20.8,1.074,21.41,1.5
10.1002/cssc.201702248,MAPbI,MAPbI3,20.8,1.02,21.79,1.6
10.1039/c6ee02373h,MAPbI,MAPbI3,20.8,1.1,22.2,1.6
10.1166/jnn.2020.17339,MAPbI,MAPbI3,20.8,1.01,21.5,1.6
10.1039/c7ra13744c,MAPbI,MAPbI3,20.8,0.98,21.95,1.6
10.1039/C7TA01752A,MAPbI,MAPbI3,20.8,,21.6,1.6
10.1016/j.apsusc.2016.09.138,MAPbI,MAPbI3,20.8,1.01,22.87,1.6
10.1039/c7ta04014h,MAPbI,MAPbI3,20.8,1.053,21.55,1.6
10.1039/c6nr08741h,MAPbI,MAPbI3,20.8,1.06,21.32,
10.1039/c6nr08741h,MAPbI,MAPbI3,20.8,1.061,20.64,
10.1039/c6nr08741h,MAPbI,MAPbI3,20.8,1.05,21.52,
10.1002/aenm.201702722,MAPbI,MAPbI3,20.79,1.07,21.75,1.7
10.1038/s41467-019-12613-8,MAPbI,MAPbI3,20.79,1.046,21.05,1.6
10.1021/acsaem.8b01405,MAPbI,MAPbI3,20.78,1.011,21.7,1.6
10.1002/solr.201900192,MAPbI,MAPbI3,20.77,1.08,21.56,1.6
10.1039/c8ta10975c,MAPbI,MAPbI3,20.76,1.058,21.74,1.6
10.1002/aenm.201800438,MAPbI,MAPbI3,20.75,1.08,21.54,1.6
10.1016/j.orgel.2017.07.047,MAPbI,MAPbI3,20.75,0.5479999999999999,21.903,1.51
10.1021/acsami.9b17580,MAPbI,MAPbI3,20.75,1.11,21.11,1.6
10.1016/j.nanoen.2019.103865,MAPbI,MAPbI3,20.744,1.11,22.89,1.6
10.1039/c7ta10366b,MAPbI,MAPbI3,20.74,1.04,21.32,1.6
10.1002/ente.201700561,MAPbI,MAPbI3,20.74,1.02,21.55,1.6
10.1039/c9ta08791e,MAPbI,MAPbI3,20.733,1.03,21.197,1.6
10.1016/j.electacta.2017.10.085,MAPbI,MAPbI3,20.73,1.025,22.08,1.6
10.1002/aenm.201903108,MAPbI,MAPbI3,20.73,1.083,21.49,1.6
10.1016/j.dyepig.2016.08.002,MAPbI,MAPbI3,20.73,1.042,21.92,1.6
10.1016/j.nanoen.2018.12.033,MAPbI,MAPbI3,20.72,1.0,21.97,1.56
10.1016/j.electacta.2018.10.034,MAPbI,MAPbI3,20.72,1.017,21.02,1.6
10.1021/acs.nanolett.9b00936,MAPbI,MAPbI3,20.72,1.06,21.18,1.6
10.1021/acsaem.9b01009,MAPbI,MAPbI3,20.72,1.17,22.74,1.6
10.1016/j.orgel.2018.09.034,MAPbI,MAPbI3,20.72,1.06,21.86,1.6
10.1038/nenergy.2017.38,MAPbI,MAPbI3,20.71,1.084,22.2,1.6
10.1016/j.solener.2018.07.057,MAPbI,MAPbI3,20.71,0.83,21.15,1.6
10.1016/j.tsf.2018.05.002,MAPbI,MAPbI3,20.71,1.0,23.18,1.6
10.1016/j.nanoen.2017.05.040,MAPbI,MAPbI3,20.71,1.14,23.29,1.6
10.1039/c8ta09933b,MAPbI,MAPbI3,20.7,1.1,21.27,1.6
10.1016/j.joule.2019.06.011,MAPbI,MAPbI3,20.7,1.04,21.12,1.6
10.1016/j.solener.2019.07.088,MAPbI,MAPbI3,20.7,0.97,21.2,1.6
10.1021/acsaem.9b00391,MAPbI,MAPbI3,20.7,1.05,21.21,1.5
10.1021/acsami.7b10773,MAPbI,MAPbI3,20.7,,,1.57
10.1039/c6ta09314k,MAPbI,MAPbI3,20.7,1.0,21.4,1.6
10.1039/c7ta09543k,MAPbI,MAPbI3,20.7,1.05,22.2,1.5
10.1088/1361-6528/aa6956,MAPbI,MAPbI3,20.7,1.11,21.62,1.6
10.1039/c6ee02687g,MAPbI,MAPbI3,20.7,1.08,21.7,1.57
10.1021/acs.nanolett.5b00116,MAPbI,MAPbI3,20.7,0.92,21.4,1.5
10.1021/acsphotonics.7b00138,MAPbI,MAPbI3,20.7,1.11,21.6,1.6
10.1021/acsami.7b12973,MAPbI,MAPbI3,20.7,1.06,20.8,1.5
10.1039/c7ta07969a,MAPbI,MAPbI3,20.7,1.06,21.4,1.55
10.1016/j.electacta.2017.12.108,MAPbI,MAPbI3,20.7,1.1,21.53,1.6
10.1016/j.solmat.2018.01.004,MAPbI,MAPbI3,20.7,1.06,23.7,1.6
10.1021/acsami.7b10773,MAPbI,MAPbI3,20.7,1.03,20.1,1.57
10.1039/c6tc05081f,MAPbI,MAPbI3,20.7,1.11,20.9,1.55
10.1002/advs.201700025,MAPbI,MAPbI3,20.7,1.04,21.3,1.6
10.1021/acsami.5b07446,MAPbI,MAPbI3,20.7,1.03,21.07,1.55
10.1039/c9tc03877a,MAPbI,MAPbI3,20.7,1.05,20.26,1.6
10.1039/c6cp07733a,MAPbI,MAPbI3,20.7,0.84,21.7,1.6
10.1016/j.orgel.2018.02.026,MAPbI,MAPbI3,20.7,1.05,21.0,1.6
10.1039/c8ta00457a,MAPbI,MAPbI3,20.69,0.97,21.53,1.6
10.1039/c9ta06875a,MAPbI,MAPbI3,20.69,1.02,19.93,1.6
10.1002/admi.201901584,MAPbI,MAPbI3,20.69,1.148,22.83,1.6
10.1021/acsami.6b09326,MAPbI,MAPbI3,20.69,0.969,21.13,1.6
10.1021/acsami.9b03304,MAPbI,MAPbI3,20.68,1.06,22.04,1.6
10.1002/solr.201800222,MAPbI,MAPbI3,20.68,1.05,20.98,1.6
10.1039/c7ta10366b,MAPbI,MAPbI3,20.68,1.03,21.21,1.6
10.1039/C6TA05095F,MAPbI,MAPbI3,20.67,1.12,22.61,1.6
10.1016/j.orgel.2019.03.021,MAPbI,MAPbI3,20.67,1.095,21.56,1.55
10.1039/C6TA05095F,MAPbI,MAPbI3,20.67,1.11,21.41,1.6
10.1039/c9ta11744j,MAPbI,MAPbI3,20.66,1.06,22.64,1.61
10.1039/c7ee02685d,MAPbI,MAPbI3,20.65,1.1,23.53,1.62
10.1016/j.electacta.2018.11.055,MAPbI,MAPbI3,20.65,1.06,21.58,1.6
10.1016/j.surfin.2017.12.006,MAPbI,MAPbI3,20.65,1.08,21.43,1.6
10.1016/j.jcou.2019.04.001,MAPbI,MAPbI3,20.65,1.1,18.44,1.6
10.1039/c9sc01697j,MAPbI,MAPbI3,20.65,1.05,21.57,1.6
10.1039/c9cc00479c,MAPbI,MAPbI3,20.64,0.97,21.83,1.6
10.1039/c9ta06875a,MAPbI,MAPbI3,20.64,1.05,20.25,1.6
10.1039/c8ra08334g,MAPbI,MAPbI3,20.63,0.89,20.87,1.6
10.1021/acsnano.9b07594,MAPbI,MAPbI3,20.62,1.14,22.1,
10.1021/acsaem.9b00531,MAPbI,MAPbI3,20.62,1.11,22.61,1.6
10.1021/acsnano.9b07594,MAPbI,MAPbI3,20.62,0.82,7.78,
10.1021/acsnano.9b07594,MAPbI,MAPbI3,20.62,1.13,21.2,
10.1021/acsnano.9b07594,MAPbI,MAPbI3,20.62,0.5,4.02,
10.1039/c8ta06730a,MAPbI,MAPbI3,20.62,1.067,21.78,1.6
10.1021/acsnano.9b07594,MAPbI,MAPbI3,20.62,0.64,4.46,
10.1021/acsenergylett.6b00455,MAPbI,MAPbI3,20.61,1.0,21.0,1.54
10.1002/adfm.201900557,MAPbI,MAPbI3,20.6,1.09,22.85,1.6
10.1016/j.apsusc.2015.09.215,MAPbI,MAPbI3,20.6,0.64,22.6,1.59
10.1016/j.solmat.2019.110288,MAPbI,MAPbI3,20.6,0.98,21.1,1.6
10.1039/c8ee00162f,MAPbI,MAPbI3,20.6,1.1,21.5,1.6
10.1002/adfm.201504041,MAPbI,MAPbI3,20.6,0.88,21.5,1.6
10.1039/c9ta11744j,MAPbI,MAPbI3,20.6,1.05,21.38,1.61
10.1016/j.solener.2019.02.020,MAPbI,MAPbI3,20.6,1.04,20.98,1.62
10.1016/j.jpowsour.2017.03.087,MAPbI,MAPbI3,20.6,1.11,21.6,1.6
10.1039/c9ta11744j,MAPbI,MAPbI3,20.6,1.01,21.13,1.61
10.1016/j.nanoen.2016.08.048,MAPbI,MAPbI3,20.6,1.08,20.71,1.6
10.1039/c9ta11744j,MAPbI,MAPbI3,20.6,1.01,20.89,1.61
10.1002/cssc.201700197,MAPbI,MAPbI3,20.6,1.03,21.55,1.6
10.1016/j.nanoen.2015.07.024,MAPbI,MAPbI3,20.6,1.02,21.0,1.6
10.1002/advs.201802094,MAPbI,MAPbI3,20.6,1.07,20.7,1.59
10.1039/c9ta11744j,MAPbI,MAPbI3,20.6,1.03,21.9,1.61
10.1016/j.nanoen.2015.07.024,MAPbI,MAPbI3,20.6,1.03,21.5,1.6
10.1038/ncomms15688,MAPbI,MAPbI3,20.6,0.97,21.9,1.6
10.1002/solr.201800230,MAPbI,MAPbI3,20.6,1.07,21.64,1.6
10.1039/c7ra09954a,MAPbI,MAPbI3,20.6,1.06,21.9,1.6
10.1021/acs.jpcc.6b05406,MAPbI,MAPbI3,20.6,0.943,18.92,1.6
10.1039/c7ta00894e,MAPbI,MAPbI3,20.6,1.06,21.13,1.6
10.1039/c7ta00894e,MAPbI,MAPbI3,20.6,1.06,21.13,1.6
10.3390/mi10100682,MAPbI,MAPbI3,20.6,0.88,24.3,1.6
10.1021/acsaem.8b00293,MAPbI,MAPbI3,20.6,1.07,22.75,1.6
10.1039/c9ta11744j,MAPbI,MAPbI3,20.6,0.98,20.95,1.61
10.1039/c9ta11744j,MAPbI,MAPbI3,20.6,,20.35,1.61
10.1002/admi.201901748,MAPbI,MAPbI3,20.6,1.05,21.0,1.6
10.1002/solr.201800173,MAPbI,MAPbI3,20.6,1.08,21.0,1.6
10.1039/c9sc01697j,MAPbI,MAPbI3,20.6,1.03,22.04,1.6
10.1002/solr.201800230,MAPbI,MAPbI3,20.6,1.07,21.64,1.6
10.1016/j.jallcom.2019.05.204,MAPbI,MAPbI3,20.59,1.106,20.157,1.59
10.1002/advs.201500105,MAPbI,MAPbI3,20.59,0.973,21.93,1.6
10.1039/c6ta00976j,MAPbI,MAPbI3,20.58,1.03,21.22,1.6
10.1039/c6ta00976j,MAPbI,MAPbI3,20.58,1.03,19.83,1.6
10.1002/aenm.201702934,MAPbI,MAPbI3,20.58,1.07,21.18,1.6
10.1016/j.nanoen.2016.10.026,MAPbI,MAPbI3,20.58,1.08,20.68,1.6
10.1016/j.joule.2019.04.005,MAPbI,MAPbI3,20.58,1.071,21.78,1.6
10.1364/OME.380354,MAPbI,MAPbI3,20.57,0.98,20.7,1.65
10.1364/OME.380354,MAPbI,MAPbI3,20.57,1.01,20.14,1.65
10.1039/c7ta02242e,MAPbI,MAPbI3,20.57,1.11,21.2,1.6
10.1016/j.solener.2018.10.036,MAPbI,MAPbI3,20.57,1.1,22.46,1.6
10.1016/j.solener.2018.10.036,MAPbI,MAPbI3,20.57,1.1,22.46,1.6
10.1016/j.dyepig.2016.08.002,MAPbI,MAPbI3,20.56,1.027,21.33,1.6
10.1021/acsnano.9b07594,MAPbI,MAPbI3,20.56,1.14,21.6,
10.1007/s10853-018-2190-y,MAPbI,MAPbI3,20.56,1.08,20.66,1.6
10.1021/acsnano.9b07594,MAPbI,MAPbI3,20.56,1.13,20.9,
10.1039/c8ta00492g,MAPbI,MAPbI3,20.56,1.033,21.24,1.6
10.1002/aenm.201502027,MAPbI,MAPbI3,20.55,0.976,20.73,1.6
10.1002/cssc.201700678,MAPbI,MAPbI3,20.54,1.14,22.26,1.5
10.1002/cssc.201700678,MAPbI,MAPbI3,20.54,,,1.5
10.1002/adma.201603923,MAPbI,MAPbI3,20.54,1.057,21.26,1.6
10.1039/c8ra08334g,MAPbI,MAPbI3,20.54,0.9,20.79,1.6
10.1002/aenm.201700749,MAPbI,MAPbI3,20.53,1.117,20.16,1.6
10.1016/j.synthmet.2019.116107,MAPbI,MAPbI3,20.53,1.05,21.62,1.6
10.1021/acsami.7b01904,MAPbI,MAPbI3,20.526,1.072,21.609,1.6
10.1039/c6ta00893c,MAPbI,MAPbI3,20.52,0.97,21.28,
10.1039/c7ee02685d,MAPbI,MAPbI3,20.52,1.1,23.53,1.62
10.1039/c8ta08819e,MAPbI,MAPbI3,20.51,1.06,21.87,1.6
10.1039/c6ee01987k,MAPbI,MAPbI3,20.5,1.06,21.5,1.6
10.1002/aenm.201703519,MAPbI,MAPbI3,20.5,1.072,21.18,1.5
10.1002/aenm.201703519,MAPbI,MAPbI3,20.5,1.1,21.45,1.5
10.1002/advs.201700131,MAPbI,MAPbI3,20.5,1.1,20.88,1.6
10.1002/advs.201700131,MAPbI,MAPbI3,20.5,1.1,21.16,1.6
10.1002/advs.201700131,MAPbI,MAPbI3,20.5,1.06,20.97,1.6
10.1038/srep06752,MAPbI,MAPbI3,20.5,0.98,21.0,1.6
10.1021/acsami.8b08958,MAPbI,MAPbI3,20.5,1.06,20.71,1.6
10.1021/acs.jpclett.9b02463,MAPbI,MAPbI3,20.5,0.92,23.62,1.6
10.1002/aenm.201901719,MAPbI,MAPbI3,20.5,1.05,20.68,1.6
10.1021/acs.jpclett.9b02463,MAPbI,MAPbI3,20.5,0.93,23.69,1.6
10.1039/c6tc05081f,MAPbI,MAPbI3,20.5,1.11,20.9,1.55
10.1002/aenm.201700683,MAPbI,MAPbI3,20.5,1.03,21.2,1.6
10.1016/j.jpowsour.2019.03.039,MAPbI,MAPbI3,20.5,0.997,21.55,1.6
10.1002/solr.201800027,MAPbI,MAPbI3,20.5,1.06,21.48,1.6
10.1002/aenm.201900198,MAPbI,MAPbI3,20.5,1.023,22.05,1.6
10.1021/acsphotonics.7b00138,MAPbI,MAPbI3,20.5,1.11,20.5,1.6
10.1016/j.nanoen.2018.01.017,MAPbI,MAPbI3,20.5,1.07,22.3,1.55
10.1016/j.jpowsour.2016.05.060,MAPbI,MAPbI3,20.5,0.765,20.4,1.6
10.1002/adma.201604744,MAPbI,MAPbI3,20.5,0.902,21.0,1.612
10.1039/c9ta01278h,MAPbI,MAPbI3,20.5,1.11,24.91,1.6
10.1016/j.nanoen.2015.07.024,MAPbI,MAPbI3,20.5,0.95,21.2,1.6
10.1021/acs.jpclett.9b02463,MAPbI,MAPbI3,20.5,0.92,23.45,1.6
10.1021/acs.jpclett.9b02463,MAPbI,MAPbI3,20.5,0.92,23.63,1.6
10.1039/c7ee03275g,MAPbI,MAPbI3,20.5,1.01,19.28,1.6
10.1002/admi.201701256,MAPbI,MAPbI3,20.5,1.11,20.9,1.6
10.1002/adma.201503298,MAPbI,MAPbI3,20.5,1.05,20.53,1.6
10.1039/c9qi00557a,MAPbI,MAPbI3,20.5,0.99,21.01,1.6
10.1002/adma.201603850,MAPbI,MAPbI3,20.5,1.03,22.8,1.6
10.1039/c9ta06439g,MAPbI,MAPbI3,20.5,1.086,22.43,1.6
10.1016/j.orgel.2018.06.049,MAPbI,MAPbI3,20.5,0.9,22.8,1.6
10.1038/srep06752,MAPbI,MAPbI3,20.5,1.04,23.0,1.6
10.1021/acsami.7b12973,MAPbI,MAPbI3,20.5,1.08,20.7,1.5
10.1021/acsaem.0c00038,MAPbI,MAPbI3,20.5,1.01,21.29,1.62
10.1021/acs.jpclett.9b02463,MAPbI,MAPbI3,20.5,0.92,23.59,1.6
10.1002/adfm.201806740,MAPbI,MAPbI3,20.5,0.97,21.46,1.6
10.1016/j.nanoen.2016.11.028,MAPbI,MAPbI3,20.5,1.01,23.59,1.6
10.1021/acsenergylett.8b00493,MAPbI,MAPbI3,20.5,1.05,20.9,1.6
10.1039/c7ra13744c,MAPbI,MAPbI3,20.5,0.99,22.52,1.6
10.1021/acsaem.0c00038,MAPbI,MAPbI3,20.5,1.071,21.26,1.62
10.1016/j.mtener.2019.01.002,MAPbI,MAPbI3,20.5,0.98,21.65,1.6
10.1063/1.4973892,MAPbI,MAPbI3,20.5,1.06,21.4,1.6
10.1039/c5ee02155c,MAPbI,MAPbI3,20.5,1.08,21.92,
10.1016/j.electacta.2018.04.178,MAPbI,MAPbI3,20.5,0.88,21.4,1.53
10.1002/adfm.201806740,MAPbI,MAPbI3,20.5,0.98,22.14,1.6
10.1021/acs.nanolett.7b00847,MAPbI,MAPbI3,20.5,1.1,20.3,1.59
10.1021/acs.jpclett.9b02463,MAPbI,MAPbI3,20.5,0.9,23.53,1.6
10.1021/acsami.9b19538,MAPbI,MAPbI3,20.5,1.14,22.05,1.6
10.1021/acsami.9b19538,MAPbI,MAPbI3,20.5,1.14,22.05,1.6
10.1021/acsami.9b14423,MAPbI,MAPbI3,20.5,1.01,21.9,1.6
10.1021/acs.jpclett.9b02463,MAPbI,MAPbI3,20.5,0.9,23.43,1.6
10.1039/c6ta08783c,MAPbI,MAPbI3,20.5,1.16,21.93,1.63
10.1007/s40843-019-9452-1,MAPbI,MAPbI3,20.5,1.05,21.9,1.59
10.1002/aenm.201703178,MAPbI,MAPbI3,20.5,,,1.6
10.1016/j.electacta.2018.03.158,MAPbI,MAPbI3,20.5,0.91,22.0,1.6
10.1002/aenm.201703178,MAPbI,MAPbI3,20.5,1.06,20.72,1.6
10.1016/j.orgel.2018.05.030,MAPbI,MAPbI3,20.5,1.024,20.44,1.6
10.1039/c7ta09721b,MAPbI,MAPbI3,20.5,1.05,21.25,1.6
10.1038/srep15889,MAPbI,MAPbI3,20.5,0.98,20.97,1.59
10.1038/s41598-018-25449-x,MAPbI,MAPbI3,20.5,1.036,19.85,1.56
10.1002/aenm.201703178,MAPbI,MAPbI3,20.5,1.055,19.0,1.6
10.1021/acs.jpclett.9b02463,MAPbI,MAPbI3,20.5,0.93,23.7,1.6
10.1038/s41598-018-25449-x,MAPbI,MAPbI3,20.5,1.046,14.34,1.56
10.1039/c7nj04978a,MAPbI,MAPbI3,20.49,0.95,21.47,1.6
10.1016/j.cej.2019.123976,MAPbI,MAPbI3,20.49,1.07,21.62,1.6
10.1016/j.orgel.2018.09.027,MAPbI,MAPbI3,20.49,1.08,21.43,1.6
10.1007/s11426-016-0085-y,MAPbI,MAPbI3,20.48,0.91,21.18,1.6
10.1002/pip.3205,MAPbI,MAPbI3,20.48,1.053,21.69,1.6
10.1021/acsami.5b01049,MAPbI,MAPbI3,20.48,0.89,22.0,1.65
10.1002/solr.201700147,MAPbI,MAPbI3,20.48,1.042,21.31,1.6
10.1002/adma.201706924,MAPbI,MAPbI3,20.47,1.09,21.29,1.6
10.1021/acssuschemeng.9b02044,MAPbI,MAPbI3,20.46,1.09,20.88,1.6
10.1016/j.jpowsour.2017.11.070,MAPbI,MAPbI3,20.46,1.03,20.9,1.56
10.1016/j.orgel.2017.12.017,MAPbI,MAPbI3,20.46,1.02,20.39,1.59
10.1016/j.carbon.2015.05.042,MAPbI,MAPbI3,20.46,1.002,21.3,1.6
10.1039/c8ta10975c,MAPbI,MAPbI3,20.45,1.062,21.51,1.6
10.1021/acsami.8b12675,MAPbI,MAPbI3,20.45,1.037,21.36,1.5
10.1016/j.orgel.2018.02.027,MAPbI,MAPbI3,20.44,1.005,21.03,1.6
10.1007/s12274-019-2556-8,MAPbI,MAPbI3,20.44,1.04,21.5,1.6
10.1021/acsaem.9b00859,MAPbI,MAPbI3,20.44,1.01,22.77,1.6
10.1002/adma.201702157,MAPbI,MAPbI3,20.43,1.09,21.19,1.6
10.1021/acsami.8b07422,MAPbI,MAPbI3,20.43,1.08,22.05,1.6
10.1016/j.nanoen.2019.03.014,MAPbI,MAPbI3,20.43,1.01,23.66,1.59
10.1002/aenm.201802323,MAPbI,MAPbI3,20.43,,,1.6
10.1021/acsaem.9b00391,MAPbI,MAPbI3,20.43,1.08,21.5,1.5
10.1016/j.nanoen.2016.04.060,MAPbI,MAPbI3,20.43,1.084,21.98,1.6
10.1016/j.nanoen.2019.03.014,MAPbI,MAPbI3,20.43,1.01,23.66,1.59
10.1021/acsami.6b12938,MAPbI,MAPbI3,20.43,0.98,21.18,1.6
10.1021/acsami.5b07511,MAPbI,MAPbI3,20.42,0.995,18.75,1.6
10.1142/S1793604718500807,MAPbI,MAPbI3,20.42,0.96,21.11,1.6
10.1016/j.apsusc.2018.08.088,MAPbI,MAPbI3,20.42,1.04,21.93,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,20.41,1.033,20.96,1.6
10.1002/cssc.201803025,MAPbI,MAPbI3,20.41,1.06,21.79,1.6
10.1039/c8ta00303c,MAPbI,MAPbI3,20.4,1.07,21.72,1.6
10.1021/acsami.8b08958,MAPbI,MAPbI3,20.4,0.99,20.59,1.6
10.1039/c9ta01319a,MAPbI,MAPbI3,20.4,1.08,21.51,1.6
10.1021/acsami.5b12776,MAPbI,MAPbI3,20.4,1.02,22.3,1.6
10.1016/j.jpowsour.2015.03.152,MAPbI,MAPbI3,20.4,0.87,21.29,1.6
10.1039/c7ta00362e,MAPbI,MAPbI3,20.4,0.94,20.96,1.6
10.1002/admi.201700007,MAPbI,MAPbI3,20.4,1.05,21.2,1.56
10.1002/aenm.201502021,MAPbI,MAPbI3,20.4,0.98,20.9,1.6
10.1039/c7nr07933h,MAPbI,MAPbI3,20.4,1.122,21.61,1.6
10.1021/acs.nanolett.7b00847,MAPbI,MAPbI3,20.4,0.89,20.3,1.61
10.1002/solr.201700096,MAPbI,MAPbI3,20.4,1.036,20.61,1.6
10.1021/acsami.7b12973,MAPbI,MAPbI3,20.4,1.06,20.6,1.5
10.1002/adfm.201807094,MAPbI,MAPbI3,20.4,1.1,23.39,1.6
10.1021/acsami.7b14499,MAPbI,MAPbI3,20.4,1.07,19.5,1.6
10.1039/c6ta03284b,MAPbI,MAPbI3,20.4,1.02,21.24,1.6
10.1002/solr.201800034,MAPbI,MAPbI3,20.4,1.03,22.38,1.6
10.1002/adma.201803244,MAPbI,MAPbI3,20.4,1.065,21.69,
10.1016/j.nanoen.2015.11.034,MAPbI,MAPbI3,20.4,1.01,20.8,1.6
10.1002/adfm.201900557,MAPbI,MAPbI3,20.4,1.08,21.3,1.6
10.1021/acsami.0c06315,MAPbI,MAPbI3,20.4,1.11,22.0,1.585
10.1021/acsnano.6b02965,MAPbI,MAPbI3,20.4,1.04,20.86,1.6
10.1039/c9tc03877a,MAPbI,MAPbI3,20.4,1.01,20.76,1.6
10.1016/j.solener.2019.05.055,MAPbI,MAPbI3,20.38,0.98,23.08,1.6
10.1002/solr.201900241,MAPbI,MAPbI3,20.38,1.06,21.3,1.6
10.1016/j.orgel.2017.07.047,MAPbI,MAPbI3,20.38,0.562,21.15,1.51
10.1002/aenm.201703519,MAPbI,MAPbI3,20.37,1.042,20.98,1.5
10.1002/aenm.201703519,MAPbI,MAPbI3,20.37,1.07,21.39,1.5
10.1016/j.orgel.2019.03.033,MAPbI,MAPbI3,20.37,,20.69,1.6
10.1039/c5ta05286f,MAPbI,MAPbI3,20.36,1.04,21.06,1.6
10.1021/acsami.6b03276,MAPbI,MAPbI3,20.36,1.1,22.91,1.6
10.1039/c9tc00331b,MAPbI,MAPbI3,20.36,1.06,21.7,1.6
10.1039/c7ta03541a,MAPbI,MAPbI3,20.35,1.047,21.64,1.56
10.1039/c8ra08334g,MAPbI,MAPbI3,20.35,0.89,20.77,1.6
10.1039/c7ta03541a,MAPbI,MAPbI3,20.35,1.061,21.83,1.56
10.1039/C6TA05095F,MAPbI,MAPbI3,20.34,1.09,21.13,1.6
10.1021/acsami.7b15008,MAPbI,MAPbI3,20.34,1.098,22.26,1.63
10.1039/c6ra01894g,MAPbI,MAPbI3,20.32,1.05,21.61,1.6
10.1007/s10853-018-2752-z,MAPbI,MAPbI3,20.32,1.102,21.53,1.6
10.1039/c9tc03941d,MAPbI,MAPbI3,20.32,1.04,19.69,1.5
10.1002/solr.201900207,MAPbI,MAPbI3,20.32,1.1,21.41,1.6
10.1016/j.matlet.2019.03.073,MAPbI,MAPbI3,20.31,1.06,20.5,1.614
10.1021/acsaem.9b01009,MAPbI,MAPbI3,20.31,1.07,22.47,1.6
10.1021/acsami.9b12323,MAPbI,MAPbI3,20.3,1.09,21.2,1.6
10.1039/c6tc05081f,MAPbI,MAPbI3,20.3,1.08,20.7,1.55
10.1016/j.nanoen.2016.11.039,MAPbI,MAPbI3,20.3,1.085,21.32,1.6
10.1039/c6qm00309e,MAPbI,MAPbI3,20.3,0.99,21.1,1.6
10.1002/solr.201900278,MAPbI,MAPbI3,20.3,1.036,20.61,1.6
10.1021/acsami.7b09803,MAPbI,MAPbI3,20.3,1.07,22.9,1.6
10.1002/smll.201904715,MAPbI,MAPbI3,20.3,1.02,22.62,1.6
10.1021/acsami.6b07647,MAPbI,MAPbI3,20.3,1.06,20.61,1.6
10.1016/j.orgel.2019.105387,MAPbI,MAPbI3,20.3,1.07,21.93,1.62
10.1016/j.nanoen.2018.11.021,MAPbI,MAPbI3,20.3,1.04,20.39,1.6
10.1021/acsami.6b09925,MAPbI,MAPbI3,20.3,1.0,21.83,1.6
10.1039/c8ta06730a,MAPbI,MAPbI3,20.3,1.0490000000000002,21.49,1.6
10.1039/c8ta05291c,MAPbI,MAPbI3,20.3,1.05,21.6,1.6
10.1039/c8ta05291c,MAPbI,MAPbI3,20.3,1.05,21.6,1.6
10.1002/adma.201502610,MAPbI,MAPbI3,20.3,0.98,20.79,1.6
10.1016/j.orgel.2019.01.040,MAPbI,MAPbI3,20.3,0.97,21.1,1.6
